wbcode,country,year,legal_rel,political_rel,economic_rel,legalWIQR,politicalWIQR,economicWIQR,legalWIQR2,politicalWIQR2,economicWIQR2,legal_abs,political_abs,economic_abs,cluster
"ADO","Andorra",1990,,,,,,,,,,,,,
"ADO","Pepino",1991,,,,,,,,,,,,,
"ADO","Andorra",1992,,,,,,,,,,,,,
"ADO","Andorra",1993,,,,,,,,,,,,,
"ADO","Andorra",1994,,,,,,,,,,,,,
"ADO","Andorra",1995,,,,,,,,,,,,,
"ADO","Andorra",1996,,,,,,,,,,,,,
"ADO","Andorra",1997,,,,,,,,,,,,,
"ADO","Andorra",1998,,,,,,,,,,,,,
"ADO","Andorra",1999,,,,,,,,,,,,,
"ADO","Andorra",2000,,,,,,,,,,,,,
"ADO","Andorra",2001,,,,,,,,,,,,,
"ADO","Andorra",2002,,,,,,,,,,.9368335,,.8155718,
"ADO","Andorra",2003,,,,,,,,,,.9221439,,.7794704,
"ADO","Andorra",2004,,,,,,,,,,.9328465,,.7781236,
"ADO","Andorra",2005,,,,,,,,,,.9190173,,.775176,
"ADO","Andorra",2006,,,,,,,,,,.9128097,,.7746405,
"ADO","Andorra",2007,,,,,,,,,,.932852,,.7767561,
"ADO","Andorra",2008,,,,,,,,,,.933064,,.7785838,
"ADO","Andorra",2009,,,,,,,,,,.9350441,,.7788762,
"ADO","Andorra",2010,,,,,,,,,,.9339567,,.7775201,
"AFG","Afghanistan",1990,,,,,,,,,,,.0875,,
"AFG","Afghanistan",1991,,,,,,,,,,,.05625,,
"AFG","Afghanistan",1992,,,,,,,,,,,.1979167,,
"AFG","Afghanistan",1993,,,,,,,,,,,.15625,,
"AFG","Afghanistan",1994,,,,,,,,,,,.1,0,
"AFG","Afghanistan",1995,,,,,,,,,,,.1,0,
"AFG","Afghanistan",1996,,,,,,,,,,.0706744,.0533936,.0558481,
"AFG","Afghanistan",1997,,,,,,,,,,.0713015,.0327501,.0543285,
"AFG","Afghanistan",1998,,,,,,,,,,.0719285,.0329399,.0528089,
"AFG","Afghanistan",1999,,,,,,,,,,.070826,.0315488,.0512502,
"AFG","Afghanistan",2000,,,,,,,,,,.0697235,.0301577,.0496916,
"AFG","Afghanistan",2001,,,,,,,,,,,.0208575,.1311501,
"AFG","Afghanistan",2002,,,,,,,,,,.1863914,.1355161,.2481252,
"AFG","Afghanistan",2003,,,,,,,,,,.1935513,.1653276,.2872841,
"AFG","Afghanistan",2004,,,,,,,,,,.2240606,.1858957,.2857728,
"AFG","Afghanistan",2005,,,,,,,,,,.2786118,.1635624,.2712058,
"AFG","Afghanistan",2006,,,,,,,,,,.2620904,.1531786,.2683389,
"AFG","Afghanistan",2007,,,,,,,,,,.2638681,.138302,.2677397,
"AFG","Afghanistan",2008,,,,,,,,,,.1961334,.1230987,.2760025,
"AFG","Afghanistan",2009,,,,,,,,,,.198985,.0917509,.251748,
"AFG","Afghanistan",2010,,,,,,,,,,.1994763,.1105604,.2828502,
"AGO","Angola",1990,-.9741939,-1.101648,,,81,,116,100,,.3425926,.2574074,.5833333,1
"AGO","Angola",1991,-.558919,-.8807429,,,78,,87,93,,.5,.3259259,.5416667,1
"AGO","Angola",1992,-.703738,-.9799489,,,82,,101,98,,.4583333,.3117284,.4097222,1
"AGO","Angola",1993,-1.520394,-1.468159,,,85,,124,108,,.2958333,.211299,.2222222,1
"AGO","Angola",1994,-1.520363,-1.599089,,,85,,123,111,,.3131945,.1953268,.1840278,1
"AGO","Angola",1995,,-1.293655,,,84,,,109,,.3588889,.2697712,.2538194,1
"AGO","Angola",1996,-1.626154,-1.142306,,,83,,116,106,,.3082801,.3025021,.2995384,1
"AGO","Angola",1997,-1.617923,-1.227409,,,82,,117,108,,.3233044,.2780747,.2878473,1
"AGO","Angola",1998,-1.630763,-1.42485,,,85,,120,113,,.3336992,.2149665,.2756006,1
"AGO","Angola",1999,-1.599516,-1.537282,,,85,,132,123,,.3348793,.1915651,.2428386,1
"AGO","Angola",2000,,-1.460313,,,86,,,123,,.3244854,.2221476,.2378543,1
"AGO","Angola",2001,,-1.50786,,,86,,,124,,.3716299,.2514268,.2946955,1
"AGO","Angola",2002,,-1.261474,,,82,,,117,,.4122107,.2816257,.3938931,1
"AGO","Angola",2003,,-1.387382,,,84,,,111,,.428805,.2970337,.4303001,1
"AGO","Angola",2004,,-1.407137,,,84,,,113,,.4251828,.2853385,.3613727,1
"AGO","Angola",2005,,-1.376953,,,84,,,118,,.3876386,.2960765,.311552,1
"AGO","Angola",2006,-1.384297,-1.240474,-1.62334,,82,,107,113,105,.3863536,.321154,.3845346,1
"AGO","Angola",2007,-1.444731,-1.265025,-1.555979,,81,,108,115,107,.3674903,.3172231,.3900089,1
"AGO","Angola",2008,,-1.24562,,,83,,,118,,.3829804,.3289526,.3749892,1
"AGO","Angola",2009,-1.312685,-1.313116,-1.499112,,84,,109,122,107,.3665153,.315097,.3717534,1
"AGO","Angola",2010,-1.495058,-1.238374,-1.383281,,83,,112,120,105,.3425547,.3231918,.4020058,1
"ALB","Albania",1990,.1798743,-.2196933,-1.214047,43,,80,50,55,99,.6111111,.4716049,.125,2
"ALB","Albania",1991,.1053487,-.0609989,-1.32791,45,,81,52,51,100,.6574074,.4924383,.1480184,2
"ALB","Albania",1992,.0852775,,-1.474467,47,,83,57,,103,.6712963,.5859375,.1571478,2
"ALB","Albania",1993,-.3452191,.1604701,-1.055011,59,,77,74,48,92,.5263889,.5351879,.2224663,2
"ALB","Albania",1994,-.2631729,-.0323696,-.7753416,60,,69,74,56,78,.5819444,.5226879,.2931032,2
"ALB","Albania",1995,-.4940377,-.0999005,-.6881413,61,,69,70,61,78,.5390151,.5206046,.4102112,2
"ALB","Albania",1996,-.6865265,-.5373923,-.7263464,75,,73,91,76,79,.5203274,.4375283,.4358824,2
"ALB","Albania",1997,-.7335328,-.5355751,-.8535895,78,,74,97,79,83,.5053356,.4104309,.4213398,2
"ALB","Albania",1998,-.9453893,-.3000542,-.9124896,80,,74,102,70,85,.4458992,.4585859,.4059291,2
"ALB","Albania",1999,-.9827992,-.409166,-.8937289,82,,76,114,81,91,.4127423,.4172194,.3923247,2
"ALB","Albania",2000,-1.234697,-.3280815,-.8438178,81,,76,102,77,90,.3968625,.4560038,.4068453,2
"ALB","Albania",2001,-1.214794,-.1435136,-.8820257,80,,74,101,69,88,.4184409,.5239958,.4770548,2
"ALB","Albania",2002,-.9813088,-.1748187,-.6737055,73,,66,88,69,78,.4662099,.4906299,.5198171,2
"ALB","Albania",2003,-.8867127,-.2544132,-.6428855,72,,67,87,64,80,.4794327,.5500802,.5493616,2
"ALB","Albania",2004,-1.046966,-.2233962,-.6012431,73,,58,89,65,70,.3957282,.5388516,.5334597,2
"ALB","Albania",2005,-1.096814,-.213195,-.7535961,75,,63,92,67,75,.4182006,.5465982,.5218553,2
"ALB","Albania",2006,-1.024651,-.1544022,-.3835326,73,,55,93,64,68,.4268196,.5524315,.5652388,2
"ALB","Albania",2007,-.960541,-.0745374,-.2758868,72,,52,95,59,64,.4365445,.554392,.5678163,2
"ALB","Albania",2008,-.8237638,.0451379,-.2052077,68,,50,87,56,61,.4654927,.5821671,.5674347,2
"ALB","Albania",2009,-.623612,.0554594,.0977062,60,,41,74,55,51,.4802287,.5828797,.6187076,2
"ALB","Albania",2010,-.6100659,.0430514,.0727473,61,,42,76,55,55,.4828254,.5800349,.621995,2
"ARE","United Arab Emirates",1990,-.5454648,-.594311,.5838197,60,65,26,84,78,28,.3888889,.3953704,.6761136,3
"ARE","United Arab Emirates",1991,-.5894532,-.6952515,.614565,63,71,28,89,84,31,.3888889,.3814815,.6859046,3
"ARE","United Arab Emirates",1992,-.2612024,-.5196572,.5865547,58,66,28,74,77,31,.5555556,.4416667,.6870152,3
"ARE","United Arab Emirates",1993,-.7605353,-.7972461,.2535256,75,71,37,96,89,39,.4291667,.4041667,.5449449,3
"ARE","United Arab Emirates",1994,-.8573636,-.7412503,.2518934,78,72,41,101,92,44,.4208333,.4279167,.5511111,3
"ARE","United Arab Emirates",1995,-.707947,-.7929034,.2620769,72,71,41,82,92,44,.4795218,.4141667,.5439439,3
"ARE","United Arab Emirates",1996,-.0750123,-.6833558,.4267117,49,67,32,54,84,34,.5576573,.4151038,.6264715,3
"ARE","United Arab Emirates",1997,-.0667903,-.5891207,.3199251,48,64,37,55,80,40,.5584719,.4137599,.6292697,3
"ARE","United Arab Emirates",1998,-.052391,-.4760308,.2516394,47,60,41,54,76,44,.5592865,.4275675,.6320679,3
"ARE","United Arab Emirates",1999,-.0041824,-.4609877,.3649198,48,60,39,59,82,46,.559103,.440485,.6373966,3
"ARE","United Arab Emirates",2000,-.0648343,-.5464455,.4086209,42,62,36,51,88,42,.5903634,.4420388,.6427254,3
"ARE","United Arab Emirates",2001,.1296391,-.4046495,.5455048,38,55,32,47,78,37,.6068416,.4764655,.6758297,3
"ARE","United Arab Emirates",2002,.117861,-.414122,.644113,37,56,29,46,78,35,.584431,.4606396,.7021677,3
"ARE","United Arab Emirates",2003,-.1630525,-.2903332,.3327571,44,51,36,55,66,45,.5500079,.4747464,.6476893,3
"ARE","United Arab Emirates",2004,-.198746,-.1412113,.2108634,45,46,36,55,61,44,.5140593,.485419,.6448291,3
"ARE","United Arab Emirates",2005,-.0538434,-.0675704,.2069719,42,45,37,51,61,45,.5420516,.4891013,.6577128,3
"ARE","United Arab Emirates",2006,.1188711,-.0805738,.1445352,38,43,38,47,60,48,.566946,.4848222,.6350369,3
"ARE","United Arab Emirates",2007,.1097634,-.0223181,.2287746,37,41,36,47,57,46,.5611725,.4891749,.6454462,3
"ARE","United Arab Emirates",2008,.204182,.0074734,.3226007,37,41,35,46,58,44,.5691423,.4912992,.6525631,3
"ARE","United Arab Emirates",2009,.1640579,.0299809,.3970345,36,42,34,45,57,43,.5431355,.5073559,.6561107,3
"ARE","United Arab Emirates",2010,.1135829,.01541,.474305,38,41,30,48,57,38,.5460103,.516582,.6822765,3
"ARG","Argentina",1990,.1992051,.7521989,-.5091839,40,25,61,46,26,70,.6666667,.6529956,.3942084,2
"ARG","Argentina",1991,.1955275,.7438585,-.1034615,42,25,45,48,26,50,.6666667,.6529956,.5296422,2
"ARG","Argentina",1992,.1198153,.5568465,.2734425,44,30,37,50,33,40,.6712963,.6514524,.6231502,2
"ARG","Argentina",1993,.5656418,.5998898,.6548092,33,27,29,37,32,31,.6361111,.6245016,.5947156,2
"ARG","Argentina",1994,.5247999,.6205613,.9509688,37,28,22,42,33,23,.6729167,.6321324,.654522,2
"ARG","Argentina",1995,.1785304,.5921501,1.071475,39,29,18,44,34,19,.5866362,.6204991,.6647732,2
"ARG","Argentina",1996,.2870187,.3856291,.7448137,38,33,23,41,40,25,.6947489,.5818479,.7182491,2
"ARG","Argentina",1997,.2569734,.3710793,.6011894,39,35,29,43,43,31,.6934391,.5650903,.7105846,2
"ARG","Argentina",1998,.2049064,.2839029,.5490773,42,40,33,47,48,35,.6865736,.5535768,.7063924,2
"ARG","Argentina",1999,.2161146,.3706338,.3900022,40,37,37,49,49,44,.686425,.5656177,.6779073,2
"ARG","Argentina",2000,.0664721,.5495967,.2557296,39,31,40,48,40,47,.6040862,.6044117,.6558721,2
"ARG","Argentina",2001,-.4227385,.0996019,-.2891345,56,42,52,69,58,62,.4981696,.5772566,.6314924,2
"ARG","Argentina",2002,-.6556747,.1080725,-.8926507,66,42,72,80,59,87,.4652156,.5617915,.5666486,2
"ARG","Argentina",2003,-.6283959,.0302579,-1.024514,67,38,76,80,51,92,.4503102,.599944,.4984027,2
"ARG","Argentina",2004,-.8659944,-.0171397,-1.16628,66,43,74,79,58,90,.486351,.5796662,.4548089,2
"ARG","Argentina",2005,-.8704119,.0807594,-1.168071,66,39,78,80,53,95,.4862277,.5979979,.4553653,2
"ARG","Argentina",2006,-.8662599,.1128548,-1.117216,67,38,76,84,51,95,.4709151,.6064504,.4698164,2
"ARG","Argentina",2007,-.8480073,.1025688,-1.091075,69,39,77,88,54,97,.4806964,.6043497,.4819797,2
"ARG","Argentina",2008,-.9285533,.1158698,-1.124297,70,38,76,90,52,96,.4711253,.6070393,.478794,2
"ARG","Argentina",2009,-.9217505,.0557394,-1.257878,71,40,79,91,54,101,.4582284,.5966951,.4413877,2
"ARG","Argentina",2010,-.8823596,.1040874,-1.377682,70,39,79,92,52,104,.4689159,.6013991,.4098113,2
"ARM","Armenia",1990,,,,,,,,,,,,,2
"ARM","Armenia",1991,,,,,,,,,,,,,2
"ARM","Armenia",1992,,,,,,,,,,,.5544118,,2
"ARM","Armenia",1993,,,,,,,,,,,.4818628,.0666667,2
"ARM","Armenia",1994,,,,,,,,,,,.4818628,.0666667,2
"ARM","Armenia",1995,,,,,,,,,,,.4085294,.0666667,2
"ARM","Armenia",1996,,,,,,,,,,.4373389,.2993297,.4140514,2
"ARM","Armenia",1997,,,,,,,,,,.4410002,.2835551,.4201559,2
"ARM","Armenia",1998,,,,,,,,,,.4363281,.3982543,.4262605,2
"ARM","Armenia",1999,-.3265458,-.2963806,,,,,79,73,,.5158671,.4391884,.4168342,2
"ARM","Armenia",2000,,-.2873311,,,,,,75,,.5093673,.4445852,.4565488,2
"ARM","Armenia",2001,,-.4068627,,,,,,79,,.5191686,.4797791,.5860955,2
"ARM","Armenia",2002,,-.550665,,,,,,87,,.5095254,.4488616,.5856421,2
"ARM","Armenia",2003,,-.6033788,,,,,,81,,.5281212,.4392185,.5791548,2
"ARM","Armenia",2004,-.9539957,-.6974525,.019681,,,,83,89,51,.4156482,.4203287,.6698685,2
"ARM","Armenia",2005,-.8628472,-.739529,.1476371,,,,79,92,48,.4665466,.428233,.6771049,2
"ARM","Armenia",2006,-.861824,-.6578853,.2567091,,,,83,89,46,.4696274,.4358701,.6897093,2
"ARM","Armenia",2007,-.83044,-.637106,.2921263,,,,85,90,44,.4466205,.4353269,.693112,2
"ARM","Armenia",2008,-.7971593,-.8478379,.2812396,,,,86,97,47,.445753,.390306,.6887239,2
"ARM","Armenia",2009,-.8055864,-.7818896,.3027743,,,,87,95,48,.4403083,.4107131,.6691459,2
"ARM","Armenia",2010,-.7522404,-.7453558,.2854157,,,,84,95,47,.4486381,.4080881,.6757302,2
"ATG","Antigua & Barbuda",1990,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1991,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1992,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1993,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1994,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1995,,,,,,,,,,,,,
"ATG","Antigua & Barbuda",1996,,,,,,,,,,.5566887,,.5823907,
"ATG","Antigua & Barbuda",1997,,,,,,,,,,.5581854,,.5828618,
"ATG","Antigua & Barbuda",1998,,,,,,,,,,.5596822,,.583333,
"ATG","Antigua & Barbuda",1999,,,,,,,,,,.5582988,,.5653394,
"ATG","Antigua & Barbuda",2000,,,,,,,,,,.612471,,.5640125,
"ATG","Antigua & Barbuda",2001,,,,,,,,,,.7405895,,.577283,
"ATG","Antigua & Barbuda",2002,,,,,,,,,,.7409303,,.5572202,
"ATG","Antigua & Barbuda",2003,,,,,,,,,,.7396884,,.5880504,
"ATG","Antigua & Barbuda",2004,,,,,,,,,,.7334235,,.5938778,
"ATG","Antigua & Barbuda",2005,,,,,,,,,,.7387183,,.5952338,
"ATG","Antigua & Barbuda",2006,,,,,,,,,,.7616789,,.5991116,
"ATG","Antigua & Barbuda",2007,,,,,,,,,,.7606934,,.6168221,
"ATG","Antigua & Barbuda",2008,,,,,,,,,,.759494,,.6182935,
"ATG","Antigua & Barbuda",2009,,,,,,,,,,.7618842,,.6195362,
"ATG","Antigua & Barbuda",2010,,,,,,,,,,.7718534,,.6189541,
"AUS","Australia",1990,1.558699,1.699972,.9946103,5,10,16,1,10,17,1,.8899782,.7399087,5
"AUS","Australia",1991,1.55844,1.659721,1.149127,6,11,13,1,11,14,1,.8899782,.7928699,5
"AUS","Australia",1992,1.397467,1.559527,1.160043,7,11,13,8,11,14,1,.8899782,.8000813,5
"AUS","Australia",1993,1.503034,1.559106,1.237469,2,12,11,7,12,12,.8291667,.8247304,.6908342,5
"AUS","Australia",1994,1.46292,1.539452,1.231271,2,10,11,1,10,12,.8291667,.8247304,.6993811,5
"AUS","Australia",1995,1.571427,1.530071,1.154714,4,11,10,4,11,11,.8559196,.828164,.7250851,5
"AUS","Australia",1996,1.65285,1.573367,1.137008,8,10,15,8,10,16,.8927673,.8386029,.7592471,5
"AUS","Australia",1997,1.664702,1.553023,1.146391,7,9,16,7,9,16,.8942823,.8397891,.7624009,5
"AUS","Australia",1998,1.695201,1.506212,1.129207,7,11,15,7,11,15,.8957973,.8257553,.7575684,5
"AUS","Australia",1999,1.722649,1.587207,1.197765,7,9,13,8,9,13,.8947771,.8335203,.768925,5
"AUS","Australia",2000,1.639698,1.587868,1.231317,5,9,13,6,9,13,.9086403,.8352259,.7396572,5
"AUS","Australia",2001,1.616332,1.616817,1.107362,7,9,16,8,9,16,.9528494,.8818989,.7647919,5
"AUS","Australia",2002,1.567416,1.580151,1.08117,8,10,19,9,10,20,.9358515,.8640463,.78082,5
"AUS","Australia",2003,1.614656,1.628812,1.246833,8,9,14,9,9,14,.924211,.8507604,.7922539,5
"AUS","Australia",2004,1.589564,1.708897,1.395141,9,8,10,10,8,11,.9114442,.8585283,.8047481,5
"AUS","Australia",2005,1.583055,1.677846,1.344754,10,10,10,11,10,12,.930531,.8582845,.812082,5
"AUS","Australia",2006,1.640315,1.665015,1.38253,9,10,9,10,10,11,.9208516,.8576751,.812569,5
"AUS","Australia",2007,1.62231,1.729696,1.437353,10,8,7,11,8,8,.9176416,.85949,.809294,5
"AUS","Australia",2008,1.625585,1.737768,1.429458,9,9,8,10,9,9,.9018949,.8573967,.8071881,5
"AUS","Australia",2009,1.612256,1.771252,1.478638,10,9,8,10,9,9,.8942608,.856932,.8048931,5
"AUS","Australia",2010,1.58691,1.771909,1.408681,11,9,12,11,9,13,.8847564,.8520406,.7944366,5
"AUT","Austria",1990,1.425996,1.718731,.896298,9,7,19,10,7,20,.9490741,.8965142,.6631407,5
"AUT","Austria",1991,1.41845,1.684118,.9274236,11,9,21,11,9,22,.9444444,.8965142,.7556635,5
"AUT","Austria",1992,1.1981,1.573744,.987233,15,10,18,16,10,19,.9444444,.8965142,.7726822,5
"AUT","Austria",1993,1.361895,1.451594,1.106863,13,15,16,14,15,17,.8,.8168628,.6778718,5
"AUT","Austria",1994,1.380869,1.463006,.9609087,11,15,21,14,15,22,.8208333,.8193628,.64982,5
"AUT","Austria",1995,1.307243,1.488109,.8886997,13,13,26,14,13,27,.8338915,.810374,.6666359,5
"AUT","Austria",1996,1.671195,1.576681,1.291616,6,9,10,6,9,11,.8863772,.8334996,.7682313,5
"AUT","Austria",1997,1.656549,1.500844,1.265835,8,12,11,8,12,11,.8869597,.8166475,.7786396,5
"AUT","Austria",1998,1.669358,1.515076,1.125274,8,10,16,8,10,16,.8875421,.8073475,.7550201,5
"AUT","Austria",1999,1.70825,1.535715,1.199505,8,10,12,9,10,12,.8871768,.8071635,.7615421,5
"AUT","Austria",2000,1.588275,1.424778,1.269838,9,13,11,10,13,11,.8936222,.7883043,.7274648,5
"AUT","Austria",2001,1.53174,1.554724,1.267785,10,10,11,11,10,11,.9000601,.8514658,.7561312,5
"AUT","Austria",2002,1.512741,1.605969,1.276479,9,9,13,10,9,13,.8746752,.8423471,.7830133,5
"AUT","Austria",2003,1.510288,1.608886,1.251744,12,10,13,13,10,13,.8961431,.8374669,.7864501,5
"AUT","Austria",2004,1.550084,1.695732,1.159774,10,9,14,11,9,16,.8921276,.8408918,.7877008,5
"AUT","Austria",2005,1.584209,1.689662,1.151267,9,9,14,10,9,17,.9036114,.8506132,.7574526,5
"AUT","Austria",2006,1.659005,1.680366,1.182518,8,9,13,9,9,16,.908517,.8428372,.7672295,5
"AUT","Austria",2007,1.700704,1.703449,1.213403,7,10,14,7,10,16,.9100364,.8444343,.7649261,5
"AUT","Austria",2008,1.650874,1.709441,1.142895,8,10,16,8,10,18,.8911607,.8532514,.7575803,5
"AUT","Austria",2009,1.556911,1.66718,1.084585,13,11,15,14,11,17,.8749444,.8439412,.7499158,5
"AUT","Austria",2010,1.53159,1.644406,1.101493,13,11,15,13,11,17,.8608676,.8515099,.7379267,5
"AZE","Azerbaijan",1990,,,,,,,,,,,,,1
"AZE","Azerbaijan",1991,,,,,,,,,,,,,1
"AZE","Azerbaijan",1992,,,,,,,,,,,.2833333,,1
"AZE","Azerbaijan",1993,,,,,,,,,,,.1947917,.0666667,1
"AZE","Azerbaijan",1994,,,,,,,,,,,.2260417,.0666667,1
"AZE","Azerbaijan",1995,,,,,,,,,,,.2166667,.0833333,1
"AZE","Azerbaijan",1996,,,,,,,,,,.2712962,.2045287,.2676568,1
"AZE","Azerbaijan",1997,,,,,,,,,,.3147868,.2068494,.3131112,1
"AZE","Azerbaijan",1998,,,,,,,,,,.3207775,.22167,.3168988,1
"AZE","Azerbaijan",1999,-.7613687,-.989036,,,,,104,108,,.4648343,.3109297,.3709686,1
"AZE","Azerbaijan",2000,,-1.072311,,,,,,107,,.3991502,.3096933,.4034182,1
"AZE","Azerbaijan",2001,,-1.121086,,,,,,113,,.4065303,.3329258,.4139395,1
"AZE","Azerbaijan",2002,,-1.089783,,,,,,112,,.4333548,.3199892,.4233497,1
"AZE","Azerbaijan",2003,,-1.199755,,,,,,104,,.4490521,.3344587,.4423843,1
"AZE","Azerbaijan",2004,-1.112227,-1.237854,-1.132928,,,,92,109,88,.4061852,.3270981,.4633072,1
"AZE","Azerbaijan",2005,-1.137657,-1.167373,-1.065655,,,,96,112,89,.4152721,.3179643,.4724768,1
"AZE","Azerbaijan",2006,-1.104174,-1.137314,-1.060606,,,,99,109,91,.4112099,.3340939,.4716282,1
"AZE","Azerbaijan",2007,-.9498293,-1.195003,-.81915,,,,94,114,85,.4411495,.3109511,.5202568,1
"AZE","Azerbaijan",2008,-.8610809,-1.249959,-.6576759,,,,89,119,79,.4552974,.3105147,.535253,1
"AZE","Azerbaijan",2009,-1.019606,-1.251015,-.4532566,,,,96,118,71,.4098532,.3069474,.556453,1
"AZE","Azerbaijan",2010,-1.0619,-1.257261,-.5560623,,,,99,121,81,.3941252,.2981135,.5373527,1
"BDI","Burundi",1990,,,,,,,,,,,.225,.1086197,
"BDI","Burundi",1991,,,,,,,,,,,.06875,.1006859,
"BDI","Burundi",1992,,,,,,,,,,,.1916667,.0927521,
"BDI","Burundi",1993,,,,,,,,,,,.1025,.0677804,
"BDI","Burundi",1994,,,,,,,,,,,.147598,.06183,
"BDI","Burundi",1995,,,,,,,,,,.143249,.147598,.0558796,
"BDI","Burundi",1996,,,,,,,,,,.0733542,.0754731,.1587194,
"BDI","Burundi",1997,,,,,,,,,,.1308466,.0698766,.240663,
"BDI","Burundi",1998,,,,,,,,,,.1788997,.1074174,.2608122,
"BDI","Burundi",1999,,,,,,,,,,.1768027,.1377043,.2780897,
"BDI","Burundi",2000,,,,,,,,,,.2288019,.1672968,.2906054,
"BDI","Burundi",2001,,,,,,,,,,.2420787,.1998367,.3115889,
"BDI","Burundi",2002,,,,,,,,,,.3217662,.2011265,.3953567,
"BDI","Burundi",2003,,,,,,,,,,.2940035,.2834902,.3930626,
"BDI","Burundi",2004,,,,,,,,,,.2907562,.2862482,.4331397,
"BDI","Burundi",2005,,,,,,,,,,.2694289,.3305708,.4143777,
"BDI","Burundi",2006,,,,,,,,,,.286086,.3138596,.374947,
"BDI","Burundi",2007,,,,,,,,,,.2851791,.3209132,.3923275,
"BDI","Burundi",2008,,,,,,,,,,.2854902,.3115188,.3475396,
"BDI","Burundi",2009,,,,,,,,,,.2790864,.3440328,.3917327,
"BDI","Burundi",2010,,,,,,,,,,.247895,.302749,.365988,
"BEL","Belgium",1990,1.413932,1.631402,1.464139,12,14,7,12,14,7,.9444444,.8776326,.7384495,5
"BEL","Belgium",1991,1.41845,1.603628,1.45638,12,13,5,14,14,5,.9444444,.8807189,.8664495,5
"BEL","Belgium",1992,1.1981,1.531102,1.382547,16,13,6,17,13,7,.9444444,.8945625,.8561681,5
"BEL","Belgium",1993,1.403502,1.577742,1.526035,11,10,3,12,10,4,.7875,.8352451,.7394871,5
"BEL","Belgium",1994,1.391244,1.559617,1.451459,10,8,4,11,8,5,.7875,.8352451,.7326508,5
"BEL","Belgium",1995,1.21151,1.472375,1.441486,14,14,4,15,14,4,.7261904,.8028428,.681186,5
"BEL","Belgium",1996,1.247551,1.496959,1.213837,20,14,12,20,14,13,.8151819,.8195019,.777643,5
"BEL","Belgium",1997,1.207758,1.356087,1.223276,19,16,12,20,16,12,.799019,.7768139,.7825127,5
"BEL","Belgium",1998,1.183867,1.357564,1.191999,19,16,12,21,16,12,.7921154,.7677486,.7839102,5
"BEL","Belgium",1999,1.238333,1.362873,1.165969,19,16,15,21,16,15,.7753543,.7518181,.7833767,5
"BEL","Belgium",2000,1.166486,1.339632,1.182744,17,16,15,19,16,15,.7781554,.7600264,.7668059,5
"BEL","Belgium",2001,1.158756,1.448052,1.184013,17,13,13,19,13,13,.8134862,.8238853,.7715144,5
"BEL","Belgium",2002,1.239087,1.52222,1.138876,17,13,15,19,13,16,.8161516,.8371655,.7867053,5
"BEL","Belgium",2003,1.268547,1.400717,1.149653,17,15,16,19,15,17,.8391199,.8361034,.8006877,5
"BEL","Belgium",2004,1.091912,1.488979,1.080649,17,13,15,19,13,18,.8196985,.8424555,.8007756,5
"BEL","Belgium",2005,1.068252,1.504083,1.007704,19,14,16,21,14,20,.8420485,.8414295,.7815414,5
"BEL","Belgium",2006,1.074409,1.449037,1.098974,20,14,16,22,14,19,.8453964,.8348119,.7944369,5
"BEL","Belgium",2007,1.175024,1.450768,1.205992,20,14,15,22,14,17,.8334129,.8226831,.8036968,5
"BEL","Belgium",2008,1.105557,1.498618,1.14581,19,13,15,21,13,17,.8024672,.8199204,.7945014,5
"BEL","Belgium",2009,1.148122,1.532539,1.102531,20,13,14,22,13,16,.7964205,.8411598,.7850524,5
"BEL","Belgium",2010,1.178354,1.574045,.9952673,20,13,21,22,13,23,.797642,.8422602,.7798102,5
"BEN","Benin",1990,,,,,,,,,,,.3854167,.2084306,
"BEN","Benin",1991,,,,,,,,,,,.6583333,.2080703,
"BEN","Benin",1992,,,,,,,,,,,.6564951,.2077099,
"BEN","Benin",1993,,,,,,,,,,,.5501961,.2055122,
"BEN","Benin",1994,,,,,,,,,,,.6583333,.2010752,
"BEN","Benin",1995,,,,,,,,,,.4989658,.6302083,.200805,
"BEN","Benin",1996,,,,,,,,,,.5493919,.5426915,.3863238,
"BEN","Benin",1997,,,,,,,,,,.5466784,.5486327,.3958709,
"BEN","Benin",1998,,,,,,,,,,.5481315,.5129072,.4054179,
"BEN","Benin",1999,,,,,,,,,,.5029715,.5169098,.4141195,
"BEN","Benin",2000,,,,,,,,,,.5268949,.5188291,.4228211,
"BEN","Benin",2001,,,,,,,,,,.5641179,.556514,.4730599,
"BEN","Benin",2002,,,,,,,,,,.5691187,.5553099,.4344979,
"BEN","Benin",2003,,,,,,,,,,.5519725,.5910954,.4161194,
"BEN","Benin",2004,,,,,,,,,,.4342885,.5542002,.4458716,
"BEN","Benin",2005,,,,,,,,,,.495542,.5029235,.4308341,
"BEN","Benin",2006,,,,,,,,,,.50569,.5115427,.4360915,
"BEN","Benin",2007,,,,,,,,,,.4960511,.5546349,.4481599,
"BEN","Benin",2008,,,,,,,,,,.5185952,.5409545,.437913,
"BEN","Benin",2009,,,,,,,,,,.5109528,.5435013,.44718,
"BEN","Benin",2010,,,,,,,,,,.4916267,.5400389,.4340236,
